번호	단어	chi-square
1194	감개	1.186894124
1195	희망	7.131056312
1196	블랙	4.841777033
1197	관점	0.530115673
1198	포기	3.562619104
1199	수신부	43.43855273
1200	재현	0.186027714
1201	항원	0.186027714
1202	강한	0.37235923
1203	수법	7.131056312
1204	주파수	22.71436015
1205	관리법	1.186894124
1206	변량	4.751451014
1207	류	0.221826452
1208	수정	19.29312356
1209	침구	2.37443365
1210	인공	0.192039138
1211	분로	1.186894124
1212	래스터	1.186894124
1213	희석	4.357710439
1214	통계적	7.917020002
1215	로프	4.357710439
1216	일환	1.186894124
1217	돌	4.098590052
1218	드리프트	0.029367666
1219	식탁	2.37443365
1220	건식	2.045948328
1221	엔드	0.080239411
1222	원상	1.186894124
1223	고분	2.045948328
1224	발표	3.562619104
1225	주해	1.186894124
1226	결절	1.186894124
1227	순	1.388743465
1228	소통	7.131056312
1229	유류	1.186894124
1230	게인	1.381979284
1231	공정	52.57322952
1232	송	0.036112068
1233	생활과	1.186894124
1234	체결	57.4078918
1235	스마트	261.886479
1236	고급	1.335974771
1237	성공리	1.186894124
1238	상당	0.822314939
1239	카탈로그	1.186894124
1240	셔츠	2.37443365
1241	진달	1.186894124
1242	이것을	1.948943252
1243	캐스트	0.693616159
1244	인구	0.014675848
1245	사용	33.36483279
1246	압승	1.186894124
1247	다목적	0.693616159
1248	고장	2.08538686
1249	임신부	1.186894124
1250	밝기	0.693616159
1251	근년	2.37443365
1252	구동기	1.335974771
1253	획득	96.94200305
1254	정의	9.048780132
1255	메이	0.693616159
1256	하단	41.65133144
1257	조사	1.233886845
1258	공분산	1.186894124
1259	행태	1.186894124
1260	날숨	3.562619104
1261	주관적	7.131056312
1262	주의력	4.751451014
1263	대상물	4.714641259
1264	돌출부	21.11793738
1265	환상	8.433061751
1266	설의	1.186894124
1267	체급	1.186894124
1268	화면	106.0757276
1269	안전도	2.37443365
1270	출한	0.029367666
1271	매칭	2.983491453
1272	지의	3.960982799
1273	성형	113.4043339
1274	증	0.127963745
1275	년	0.693616159
1276	흡입	21.32015751
1277	시읍면	1.186894124
1278	활동성	2.37443365
1279	측정결과	7.131056312
1280	답변	2.37443365
1281	우선적	2.368800423
1282	가이	2.045948328
1283	폭	22.60882028
1284	소형화	1.667885229
1285	윈도	3.732803016
1286	마이크	3.72906458
1287	이종	0.219007107
1288	버튼	11.1741627
1289	원격	259.6589188
1290	범위	0.042176675
1291	해피	1.186894124
1292	물결	0.530115673
1293	귀금속	1.186894124
1294	최적화	20.53692439
1295	비서	1.186894124
1296	다운	9.07256672
1297	주일	0.014675848
1298	경향	14.92874344
1299	가격	0.350692817
1300	기와	13.17866534
1301	수기	3.562619104
1302	다종류	1.186894124
1303	평균치	3.738607691
1304	시청	7.131056312
1305	배설	7.947013688
1306	과의	20.64473434
1307	바깥귀	1.186894124
1308	전기	62.55616529
1309	품질	0.406149962
1310	탄력	2.6755898
1311	스티커	1.381979284
1312	공하	0.410598072
1313	적석	1.186894124
1314	군데	1.186894124
1315	조제	2.766969417
1316	마을	1.186894124
1317	생리학	57.70815174
1318	공간	119.4559816
1319	인적	5.940929907
1320	헤드밴드	2.37443365
1321	적립금	1.186894124
1322	세	3.392866881
1323	체력	25.62641267
1324	규범적	1.186894124
1325	최댓값	3.562619104
1326	백	1.179129595
1327	다시	1.186894124
1328	밀착	11.65381453
1329	끝	0.659896689
1330	첨부	9.513253773
1331	영화	2.37443365
1332	현실감	1.186894124
1333	지축	0.029367666
1334	줄넘기	4.751451014
1335	고객	11.40251712
1336	족부	1.186894124
1337	자극제	1.186894124
1338	고차	0.014675848
1339	감각	5.635347313
1340	기심	1.186894124
1341	메일	2.37443365
1342	간의	12.00758324
1343	관성	10.16822368
1344	공의	4.098590052
1345	입수	0.186027714
1346	임계량	0.186027714
1347	날씨	6.770262868
1348	공통	0.162316968
1349	하량	1.186894124
1350	내리기	1.186894124
1351	습	1.000176626
1352	당의	2.368800423
1353	듯	142.1222458
1354	환부	2.766969417
1355	모형	0.37235923
1356	반사기	0.014675848
1357	내배엽	1.186894124
1358	영양사	2.37443365
1359	출동	1.186894124
1360	직무	3.562619104
1361	법률	1.186894124
1362	국제표준	1.186894124
1363	작용점	1.186894124
1364	수발	1.186894124
1365	미용	0.058799314
1366	골수성	1.186894124
1367	카디오	1.186894124
1368	뇌전	1.186894124
1369	우수	138.8672427
1370	방과	1.186894124
1371	별의	2.37443365
1372	부담	10.88018484
1373	환치	2.37443365
1374	라이브	1.186894124
1375	부설	0.186027714
1376	투고	1.186894124
1377	기형	1.186894124
1378	용	182.4871412
1379	카운터	2.379153655
1380	대퇴부	0.530115673
1381	심리적	2.766969417
1382	오르기	2.37443365
1383	고용주	1.186894124
1384	충성	1.186894124
1385	예외	1.186894124
1386	복벽	1.186894124
1387	식사	44.87452961
1388	중성지	1.186894124
1389	즈음	2.37443365
1390	도전	3.039269499
1391	부분	0.274529805
1392	골프	1.186894124
1393	러스트	1.186894124
1394	좌우측	0.219007107
1395	전공	1.186894124
1396	시각화	9.513253773
1397	유출	7.410947588
1398	일일	20.2653342
1399	크로스	0.37235923
1400	후방	47.66544605
1401	가전	0.014675848
1402	긴장도	3.562619104
1403	일련	3.540192069
1404	범죄	1.186894124
1405	출력부	51.85289749
1406	동차	1.186894124
1407	충격	9.564657241
1408	부와	14.42617536
1409	감소율	0.37235923
1410	인도	1.186894124
1411	품종	0.014675848
1412	여부	82.8147495
1413	클로저	1.186894124
1414	긴장감	1.186894124
1415	폐동맥	1.186894124
1416	기능성	5.002229171
1417	존의	0.014675848
1418	소자	8.007829136
1419	에피소드	1.186894124
1420	보일러	0.186027714
1421	방사체	2.794756236
1422	사인	23.86111192
1423	관하	2.37443365
1424	발생기	3.733294425
1425	드레인	5.159065945
1426	방문	31.61605553
1427	노동자	3.562619104
1428	단속적	1.381979284
1429	조직	5.751029457
1430	어셈블리	0.739614177
1431	강조	0.014675848
1432	개방	52.43956482
1433	발견	10.16822368
1434	유기	27.88602185
1435	자석	2.506614069
1436	운동회	2.37443365
1437	옵셋	0.014675848
1438	속지	1.186894124
1439	안전사고	0.749996377
1440	도와	5.940929907
1441	친목	1.186894124
1442	비사	1.186894124
1443	방역	1.186894124
1444	세균	0.37235923
1445	남녀노소	0.014675848
1446	활	10.55563684
1447	내외	2.009551281
1448	통해	4.010167757
1449	프로젝션	1.186894124
1450	신은	1.186894124
1451	소모	16.71807706
1452	내일	1.186894124
1453	이래	1.186894124
1454	격의	2.37443365
1455	실용성	3.562619104
1456	윗몸	2.37443365
1457	배란기	1.186894124
1458	클래스	4.751451014
1459	잉크	3.568008385
1460	버나	3.562619104
1461	수평	52.1570167
1462	폼	12.79408993
1463	위험도	10.23486853
1464	무인기	1.186894124
1465	맞춤식	7.131056312
1466	기낭	1.186894124
1467	활용	34.89003326
1468	임펄스	3.562619104
1469	발	0.141604663
1470	회로부품	1.186894124
1471	일정	5.134328025
1472	지속적	29.24452136
1473	대한	0.046855605
1474	무게	0.703874838
1475	리튬	3.374649288
1476	일진	2.37443365
1477	합화	1.186894124
1478	심리	22.04638262
1479	관의	13.61563651
1480	귀로	2.37443365
1481	형편	1.186894124
1482	조향	9.262310266
1483	전성	0.367845834
1484	경기	0.530115673
1485	합치	2.368800423
1486	열사병	3.562619104
1487	칼	1.335974771
1488	리시버	0.186027714
1489	유무	35.34828752
1490	실적	9.513253773
1491	형광	0.186027714
1492	인트라넷	1.186894124
1493	구조대	1.186894124
1494	단백	0.014675848
1495	폴	7.607227871
1496	걸음	29.86719208
1497	좌심실	3.562619104
1498	현관	1.186894124
1499	잠자리	1.186894124
1500	고정밀	5.635347313
1501	화부	0.530115673
1502	하락	1.186894124
1503	저주파	5.788516818
1504	흉벽	4.751451014
1505	캠프	1.186894124
1506	전개	1.061097076
1507	피스톤	2.08538686
1508	시정	2.37443365
1509	필요	41.56415567
1510	존중	2.37443365
1511	보조	1.199066195
1512	세컨드	1.186894124
1513	퍼포먼스	5.635347313
1514	리포터	1.186894124
1515	갑상	2.37443365
1516	립	0.341474143
1517	가족	20.2653342
1518	매설	4.357710439
1519	조물	0.014675848
1520	워밍업	1.186894124
1521	측정기	52.8168643
1522	결손	1.186894124
1523	순차적	4.759263202
1524	포성	1.186894124
1525	거주	9.051389401
1526	체스트	3.42342402
1527	코오스	8.321830758
1528	소실	0.014675848
1529	콘솔	1.186894124
1530	소의	1.186894124
1531	인원수	2.37443365
1532	플랫폼	29.57008086
1533	수형	0.693616159
1534	콜	44.90906513
1535	확보	24.9196501
1536	열쇠	1.186894124
1537	사회적	1.381979284
1538	광선	3.483241805
1539	진도	1.186894124
1540	완충	9.262310266
1541	디지털	49.86346017
1542	기록함	1.186894124
1543	도래	1.381979284
1544	구멍	24.6559327
1545	법선	2.045948328
1546	경고	57.52525249
1547	수나이	1.186894124
1548	마실	1.186894124
1549	문서	5.635347313
1550	일상적	8.321830758
1551	듣기	1.186894124
1552	소성	9.262310266
1553	센터링	1.186894124
1554	물리적	1.393599198
1555	전소	1.186894124
1556	하와	1.186894124
1557	단조	0.029367666
1558	식이	9.228095116
1559	확인서	1.186894124
1560	혼신	1.186894124
1561	간단	0.014675848
1562	유치원	1.186894124
1563	고혈압	15.48011597
1564	업체	3.732803016
1565	아토피	3.562619104
1566	시료	0.737096425
1567	환시	0.014675848
1568	양력	0.186027714
1569	수용	74.93611818
1570	처리량	1.186894124
1571	토대	107.6157671
1572	격벽	6.785546222
1573	유니트	2.794756236
1574	비교	207.061751
1575	휴대용	47.09780993
1576	서버	575.4537861
1577	전광판	0.014675848
1578	한쪽	0.024280583
1579	인터페이스모듈	1.186894124
1580	예방책	2.37443365
1581	기울기	6.356732964
1582	동급	1.186894124
1583	파라미터	139.5075114
1584	코스트	1.186894124
1585	우려	0.693616159
1586	고저	1.381979284
1587	농법	1.186894124
1588	성실	1.186894124
1589	폴더	4.751451014
1590	양손	1.186894124
1591	기간	100.6740391
1592	발명	99.21460774
1593	가격표	1.186894124
1594	처방전	13.09141954
1595	부스트	0.693616159
1596	변경	2.127755877
1597	소망	6.770262868
1598	성인병	1.335974771
1599	세척	15.97306725
1600	이점	5.365800308
1601	소재지	1.186894124
1602	불안감	1.186894124
1603	규화	0.186027714
1604	일수	2.37443365
1605	제가	10.09442032
1606	세로	5.969022753
1607	퇴출	1.186894124
1608	인근	0.014675848
1609	탈락	0.029367666
1610	한편	96.73140395
1611	실의	1.000176626
1612	방전	0.558995291
1613	가이드	5.704961268
1614	ㅇ	1.186894124
1615	외적	3.42342402
1616	능동형	2.37443365
1617	역할	0.13265973
1618	점심시간	2.37443365
1619	오디	1.186894124
1620	결합	144.5599391
1621	훼손	2.794756236
1622	소생	4.751451014
1623	고탄력	1.186894124
1624	설비	7.410947588
1625	선의	1.186894124
1626	대체적	4.751451014
1627	지원함	2.37443365
1628	규칙적	6.10608974
1629	이송	58.95261322
1630	알약	1.186894124
1631	손목밴드	5.940929907
1632	나머지	14.62905497
1633	확대경	1.186894124
1634	합의	2.766969417
1635	배란	5.940929907
1636	수동형	2.37443365
1637	커플	1.186894124
1638	국부	0.530115673
1639	궁	1.186894124
1640	내재	0.530115673
1641	등받이	1.186894124
1642	패	4.476567977
1643	리스	6.770262868
1644	전위차	1.865741328
1645	공진	4.018859985
1646	동보	1.186894124
1647	리더	8.321830758
1648	거주지	2.368800423
1649	부하량	2.37443365
1650	활성	8.79582287
1651	알코올	5.365800308
1652	규칙	8.167729206
1653	기재	7.567753976
1654	두개골	1.186894124
1655	두개	3.374649288
1656	도미	1.186894124
1657	홍보	0.014675848
1658	주변광	2.37443365
1659	자료	19.36665601
1660	근육	50.39567668
1661	실외	1.177161637
1662	진단용	5.940929907
1663	동등	2.794756236
1664	동승	1.186894124
1665	기술자	2.37443365
1666	전문의	3.562619104
1667	알림장	0.014675848
1668	교신	1.186894124
1669	덮개	15.97306725
1670	힐링	1.186894124
1671	깔때기	0.014675848
1672	전역	1.186894124
1673	파생물	2.37443365
1674	이로	2.544811391
1675	직임	3.562619104
1676	등척	1.186894124
1677	곡면	10.09442032
1678	고령자	15.48011597
1679	취득	282.1692305
1680	카드	8.489242749
1681	호자	1.186894124
1682	구로	2.506614069
1683	피험자	103.2432812
1684	간소화	2.045948328
1685	고령	3.562619104
1686	경험적	2.368800423
1687	광섬유	0.132826425
1688	방아쇠	4.751451014
1689	상쇄	0.186027714
1690	치료약	2.37443365
1691	박동	45.56017911
1692	동	14.00353895
1693	집합체	1.335974771
1694	대전	4.357710439
1695	도파관	0.558995291
1696	집중화	1.186894124
1697	만족도	2.766969417
1698	난간	0.014675848
1699	발함	1.186894124
1700	집도	1.186894124
1701	해수면	1.186894124
1702	적산	5.940929907
1703	도터보드	1.186894124
1704	이중	12.33721812
1705	성에	0.014675848
1706	잔량	4.357710439
1707	프라이	0.066322854
1708	강의	0.530115673
1709	열의	2.045948328
1710	감지기	0.014675848
1711	태교	3.562619104
1712	극대점	1.186894124
1713	인장력	1.186894124
1714	스파이크	1.186894124
1715	와의	19.51238958
1716	여의	4.751451014
1717	개로	0.782969658
1718	렌토	2.37443365
1719	스티어링	2.045948328
1720	두뇌	1.186894124
1721	세포	1.000176626
1722	자연물	1.186894124
1723	식	14.33407089
1724	공급량	1.335974771
1725	수로	3.599690054
1726	잠	1.061097076
1727	뺨	1.186894124
1728	심전도	118.213396
1729	삼성전자	1.186894124
1730	장수	0.186027714
1731	흥미	6.770262868
1732	선택도	179.1102135
1733	플롯	7.131056312
1734	인쇄회로기판	5.600185299
1735	마감	6.785546222
1736	상성	0.014675848
1737	안정도	2.37443365
1738	소홀	2.37443365
1739	가능성	27.2817069
1740	운동성	1.186894124
1741	발기	0.014675848
1742	계의	3.562619104
1743	감시자	3.562619104
1744	용도별	1.186894124
1745	예시	0.046855605
1746	취향	2.37443365
1747	분주기	1.186894124
1748	근접	8.206974874
1749	귀	34.68390057
1750	리드	0.406631539
1751	뜸	1.186894124
1752	외관	25.33978237
1753	내구성	21.11793738
1754	자로	76.36889834
1755	자기	0.041344196
1756	시스템	1103.69552
1757	업데이트	10.30392669
1758	할부	1.186894124
1759	식물	15.2685849
1760	맥부	1.186894124
1761	경련	3.562619104
1762	바늘	1.186894124
1763	휘트	3.562619104
1764	힌트	1.186894124
1765	리어	0.693616159
1766	정수배	0.530115673
1767	통로	15.95544019
1768	취침	16.67544156
1769	음력	2.37443365
1770	왕래	4.751451014
1771	리듬	27.46278919
1772	개변	1.186894124
1773	말단	12.79408993
1774	공기	60.91621551
1775	술	5.159065945
1776	상층	0.832353288
1777	단말	333.7635048
1778	몸통	0.00604247
1779	라우드	1.186894124
1780	글	1.592946332
1781	럼	5.969022753
1782	명시	1.061097076
1783	숲	0.014675848
1784	타	28.15313696
1785	축가	2.368800423
1786	부상자	1.186894124
1787	자인	3.562619104
1788	복지관	1.186894124
1789	실질적	0.606282712
1790	연소율	1.186894124
1791	그리드	2.045948328
1792	신부	22.88616873
1793	작성기	1.186894124
1794	시도	7.131056312
1795	입체적	0.029367666
1796	동맥벽	1.186894124
1797	그릇	1.186894124
1798	동체	1.592946332
1799	변동률	1.186894124
1800	사업	0.530115673
1801	통화	16.67544156
1802	외부	4.290128506
1803	일로	2.368800423
1804	설계	0.056024952
1805	하연	1.186894124
1806	당해	10.92896903
1807	항법	0.014675848
1808	전자화	1.186894124
1809	박막	2.349906925
1810	구호	2.37443365
1811	록	11.63872942
1812	점탄성	0.066322854
1813	강관	0.37235923
1814	스프링	29.70428024
1815	인터벌	3.562619104
1816	내벽	10.92896903
1817	기도	2.368800423
1818	쌍방향	10.70532589
1819	가청	2.37443365
1820	액션	9.513253773
1821	일차	0.737096425
1822	커서	1.186894124
1823	모체	9.513253773
1824	가가	0.066322854
1825	봉	15.5620044
1826	왜곡	0.029367666
1827	주목	2.368800423
1828	생체	406.4732625
1829	회로기판	0.693616159
1830	매출	2.37443365
1831	개별적	0.05209192
1832	가입자	5.940929907
1833	뼈대	0.014675848
1834	평균적	2.37443365
1835	탄소	76.6725112
1836	한	5.148106682
1837	광대역	0.044075479
1838	틀니	1.186894124
1839	부츠	1.186894124
1840	입사광	2.045948328
1841	플래쉬	0.014675848
1842	전자석	0.693616159
1843	부에	8.221283097
1844	시험	4.44398741
1845	반환	3.562619104
1846	단순화	0.219007107
1847	맥관	2.37443365
1848	부용	1.186894124
1849	심방	2.37443365
1850	황색	0.186027714
1851	수의	8.816599194
1852	안정화	1.308599982
1853	융합	1.235155182
1854	동압	1.186894124
1855	과부족	1.186894124
1856	대비	0.003751691
1857	러닝	0.410598072
1858	설치대	1.186894124
1859	비트	8.416348445
1860	구유	1.186894124
1861	선단	10.90794665
1862	보수	1.104662223
1863	종	48.70607493
1864	책임	1.186894124
1865	대사량	14.28544214
1866	성적	3.562619104
1867	집단	17.87141943
1868	소견	4.751451014
1869	생애	3.562619104
1870	접	0.749996377
1871	게시판	1.186894124
1872	화	11.46406259
1873	능력	22.4785657
1874	귀마개	1.186894124
1875	해독	1.186894124
1876	체재	1.186894124
1877	방지	112.5597404
1878	머리핀	1.186894124
1879	게임기	1.186894124
1880	인정	5.940929907
1881	가시	0.558995291
1882	대점	1.186894124
1883	신소재	1.186894124
1884	진공	23.6474908
1885	결과지	0.014675848
1886	적	58.75870284
1887	문답	1.186894124
1888	광전류	1.186894124
1889	재의	27.88606649
1890	타도	1.186894124
1891	생산성	6.19703101
1892	저의	1.381979284
1893	발열	12.79323051
1894	세분화	0.530115673
1895	가미	0.186027714
1896	리포트	8.321830758
1897	컨설턴트	1.186894124
1898	대로	0.530115673
1899	동치	2.37443365
1900	의욕	1.186894124
1901	혈압계	19.06805014
1902	허실	1.186894124
1903	전도도	1.313075964
1904	출석	2.37443365
1905	키즈	2.37443365
1906	보건소	3.562619104
1907	옷	4.751451014
1908	청	0.014675848
1909	찌	1.186894124
1910	저대	1.186894124
1911	가수	10.92896903
1912	동맥	26.2615737
1913	구획	12.33721812
1914	예문	2.37443365
1915	장거리	2.37443365
1916	풍속	0.186027714
1917	자기적	1.186894124
1918	가치	5.940929907
1919	킹	3.483241805
1920	일	26.26393398
1921	공장	0.044075479
1922	측편	1.186894124
1923	물기	0.186027714
1924	관리부	30.4160676
1925	상관관계	16.67544156
1926	이직	1.186894124
1927	매트	2.902293112
1928	나	4.517069636
1929	지킴	1.186894124
1930	악력	2.37443365
1931	옆	4.154980247
1932	개설	2.37443365
1933	대형	2.698421622
1934	보라	2.37443365
1935	돈	0.186027714
1936	과정	2.034330739
1937	산부	7.917020002
1938	모델	30.65823357
1939	보안과	1.186894124
1940	좌표	16.98002899
1941	방침	1.186894124
1942	코	3.397952726
1943	산술적	1.186894124
1944	균형	3.72906458
1945	황체기	1.186894124
1946	반송파	2.37443365
1947	감염	6.770262868
1948	계측	113.3694456
1949	가운데	17.03642844
1950	걸개	1.186894124
1951	내원	1.186894124
1952	깨	0.014675848
1953	통학	1.186894124
1954	리얼	11.89804763
1955	약품	0.00604247
1956	용량	2.480462324
1957	제세	3.562619104
1958	수경	4.357710439
1959	참고	2.37443365
1960	주원료	0.693616159
1961	힘	1.38597606
1962	지체	1.381979284
1963	면상	2.045948328
1964	전두	1.186894124
1965	속옷	2.37443365
1966	서명	3.562619104
1967	암	3.374757117
1968	단계별	5.635347313
1969	신축	0.142920403
1970	기술	20.70948978
1971	키오스	4.751451014
1972	광도	0.029367666
1973	운용	10.69101178
1974	허	1.186894124
1975	생리적	38.30336388
1976	계기	4.751451014
1977	샘플링	32.37026051
1978	착지	3.562619104
1979	실버	3.562619104
1980	패밀리	4.751451014
1981	예상	1.424825777
1982	원자	41.65694726
1983	습도계	1.186894124
1984	쌍극자	1.186894124
1985	슬리브	2.698421622
1986	복잡	1.592946332
1987	체표	2.37443365
1988	대	4.714802069
1989	승원	2.37443365
1990	시추	1.186894124
1991	시간축	2.37443365
1992	장치	95.97951665
1993	전용	2.336365564
1994	신경계	9.513253773
1995	로드	0.952639666
1996	음수	1.186894124
1997	구입자	1.186894124
1998	눈꺼풀	1.186894124
1999	추천	63.29376219
2000	세가지	1.186894124
2001	폴리에스터	0.066322854
2002	제약	6.940103619
2003	물이	45.12161269
2004	치수	0.004361763
2005	음량	0.014675848
2006	마우스	12.57450667
2007	신장과	2.37443365
2008	비금속	0.014675848
2009	적합성	0.832353288
2010	극소점	1.186894124
2011	컴퓨팅	14.3101505
2012	베개	1.381979284
2013	저장	217.3155695
2014	조언	4.751451014
2015	일박	1.186894124
2016	이하	46.18258507
2017	연령별	7.131056312
2018	점착성	0.186027714
2019	정현파	1.186894124
2020	토	10.56439413
2021	스테이션	4.154980247
2022	자리	0.822314939
2023	사자	1.186894124
2024	기압계	1.186894124
2025	환자	285.895612
2026	상해	0.014675848
2027	유해성	0.029367666
2028	음미	1.186894124
2029	현상	7.378924093
2030	구슬	2.37443365
2031	냄새	3.568008385
2032	충족률	1.186894124
2033	영양소	13.09141954
2034	통신기	1.186894124
2035	시큐리티	1.186894124
2036	배경	3.732803016
2037	헤모글로빈	3.562619104
2038	수분	19.01528669
2039	함유율	3.568008385
2040	차단	41.74614551
2041	체감	3.562619104
2042	지방량	11.89804763
2043	광기	4.751451014
2044	부스	1.388743465
2045	물체	0.692445291
2046	엔터테인먼트	2.37443365
2047	글루카곤	3.562619104
2048	후두부	1.186894124
2049	식별	127.1606423
2050	단축	8.96668031
2051	위치	1.622957312
2052	분만	2.37443365
2053	중첩	11.54123774
2054	염도	0.186027714
2055	주사선	0.186027714
2056	은퇴	1.186894124
2057	사업장	0.029367666
2058	구애	9.513253773
2059	격지	2.37443365
2060	커터	1.335974771
2061	강약	0.530115673
2062	소극적	1.186894124
2063	침	3.189571955
2064	관계인	0.014675848
2065	체성분	9.513253773
2066	침지	4.357710439
2067	확장성	3.562619104
2068	슈퍼	0.014675848
2069	다원	2.37443365
2070	승마	1.186894124
2071	개인별	47.98443387
2072	간섭	4.43073442
2073	유보	1.186894124
2074	직장	7.131056312
2075	인물	7.917020002
2076	진동수	2.368800423
2077	경찰	1.186894124
2078	활성도	0.530115673
2079	노출	9.018352614
2080	분당	4.517069636
2081	방연	2.37443365
2082	문자	7.947013688
2083	현예	1.186894124
2084	포팅	2.37443365
2085	분별	1.186894124
2086	그래픽스	1.186894124
2087	유사품	1.186894124
2088	지침	1.061097076
2089	위주	1.186894124
2090	패치	16.0490279
2091	뱅킹	1.186894124
2092	충돌	15.97306725
2093	일단	28.91927272
2094	실패	0.186027714
2095	주도	1.381979284
2096	포지션	2.368800423
2097	접장	0.014675848
2098	연합	1.186894124
2099	공간적	0.908120083
2100	사전	10.92190909
2101	병세	1.186894124
2102	산출	218.2232392
2103	신망	2.37443365
2104	암호	3.562619104
2105	별체	0.530115673
2106	해당	116.9578237
2107	형의	0.908120083
2108	수익	0.530115673
2109	지질	0.186027714
2110	신용	0.073539196
2111	보험	8.321830758
2112	지금	3.42342402
2113	식욕	0.186027714
2114	원시	2.368800423
2115	적분법	1.186894124
2116	육성	0.186027714
2117	사상	4.251133318
2118	가장자리	26.17529048
2119	버전	1.186894124
2120	스턴트	5.940929907
2121	에너지	0.497940283
2122	직	16.26965587
2123	동중	1.186894124
2124	전문	23.86111192
2125	변이	9.051389401
2126	시의	3.540192069
2127	프로젝트	1.186894124
2128	단의	4.687733417
2129	인포	1.186894124
2130	해방	4.517069636
2131	고시	0.014675848
2132	철도	0.014675848
2133	정상인	5.788516818
2134	고주	3.562619104
2135	회	7.974608401
2136	전산	2.37443365
2137	배기	29.59927771
2138	먼지	16.92986199
2139	임상	35.88972725
2140	안정감	0.023383154
2141	테스트	3.65637823
2142	프리	10.12422621
2143	새벽	1.186894124
2144	알콜	0.029367666
2145	직렬	2.728570658
2146	복호	2.37443365
2147	접수	5.113605687
2148	보육원	1.186894124
2149	장애인	6.770262868
2150	안내문	1.186894124
2151	위임	1.186894124
2152	내측	69.72645456
2153	시공간	1.186894124
2154	에르고	1.186894124
2155	녹내장	1.186894124
2156	친구	8.321830758
2157	데스크	1.186894124
2158	미스트	0.693616159
2159	가사	1.186894124
2160	교사	5.940929907
2161	고효율	2.794756236
2162	짐	8.834595581
2163	작성	56.45547192
2164	국	5.940929907
2165	국한	2.37443365
2166	스트레스	67.77767946
2167	운행	0.023383154
2168	통계	30.4160676
2169	아의	5.635347313
2170	만곡	2.783551311
2171	주의	12.49310075
2172	목	19.42137524
2173	기준	12.99485774
2174	어사	1.186894124
2175	사용중	0.530115673
2176	금속화	0.014675848
2177	바닥	23.02887361
2178	정지	3.804483369
2179	독부	1.335974771
2180	대리	1.186894124
2181	헬스장	5.940929907
2182	연부	1.335974771
2183	장부	17.06706079
2184	애완동물	1.186894124
2185	자유	17.20540769
2186	예방	29.18988457
2187	스톱	1.335974771
2188	개	32.45562194
2189	리바운드	1.186894124
2190	컷오프	2.37443365
2191	꿈	3.562619104
2192	신체적	21.46327217
2193	비상벨	1.186894124
2194	입면	0.530115673
2195	격상	1.186894124
2196	음식	32.37026051
2197	산포도	1.186894124
2198	하류	2.6755898
2199	외면	17.99687746
2200	플라즈마	3.345126459
2201	안면	0.410598072
2202	수송함	1.186894124
2203	사이즈	9.66E-05
2204	실린더	27.88606649
2205	어카운트	5.940929907
2206	통원	1.186894124
2207	기지국	5.635347313
2208	스트로크	1.381979284
2209	추가	3.834878953
2210	통계학	1.186894124
2211	수급	1.186894124
2212	치하	0.014675848
2213	무산소	1.186894124
2214	처리기	1.381979284
2215	호흡비	1.186894124
2216	변복조	1.186894124
2217	케이싱	4.018859985
2218	소지품	1.186894124
2219	리액션	1.186894124
2220	객체	3.239269837
2221	빛	2.117469464
2222	홀드	0.186027714
2223	습성	1.186894124
2224	거래	1.186894124
2225	왼쪽	3.562619104
2226	기의	0.671450386
2227	간염	1.186894124
2228	내포	0.044075479
2229	요법사	1.186894124
2230	매체	24.42810117
2231	징상	2.37443365
2232	출판자	1.186894124
2233	좌상	0.530115673
2234	내막	1.186894124
2235	보로	1.186894124
2236	후두	1.186894124
2237	블록	27.7151299
2238	베이스	14.09627444
2239	인간	28.55441156
2240	도메인	1.381979284
2241	금	5.002229171
2242	비전도	1.335974771
2243	일체	17.30443501
2244	교시	0.530115673
2245	조율기	1.186894124
2246	감시원	1.186894124
2247	저울	2.37443365
2248	입각	1.186894124
2249	사단	1.186894124
2250	열량	0.367845834
2251	권	4.841777033
2252	민첩성	1.186894124
2253	브라우저	1.186894124
2254	흡연자	1.186894124
2255	차별화	0.530115673
2256	후생	1.186894124
2257	인체	57.27086232
2258	리지	1.865741328
2259	과대	2.37443365
2260	예기	0.014675848
2261	국가	5.940929907
2262	현재시각	3.562619104
2263	화기	2.37443365
2264	검	0.390311122
2265	끼	9.262310266
2266	성해	2.37443365
2267	클릭	0.568461612
2268	총괄	1.186894124
2269	광혈	2.37443365
2270	채워진	0.390311122
2271	양호	3.513798196
2272	정정	2.368800423
2273	개의	21.99191724
2274	심사	3.562619104
2275	계측법	1.186894124
2276	메세지	16.67544156
2277	이전	25.29774363
2278	운동기	9.513253773
2279	근위	16.11001499
2280	상품	8.167729206
2281	핸드폰	0.530115673
2282	체내	2.766969417
2283	탐사	1.186894124
2284	상한	3.239269837
2285	미세	17.02125315
2286	친	71.25972341
2287	발광기	0.410598072
2288	도내	2.37443365
2289	수학	1.186894124
2290	접지	0.782969658
2291	수용체	1.186894124
2292	작업시	1.335974771
2293	성의	1.335974771
2294	유래	15.5620044
2295	측방	8.433061751
2296	경과	27.36316125
2297	간편	2.736283052
2298	마음가짐	1.186894124
2299	클래	1.186894124
2300	번의	0.530115673
2301	이용	200.6870347
2302	하복부	1.186894124
2303	전자기기	1.186894124
2304	칭	0.014675848
2305	발생	2.28690551
2306	등에	2.064224232
2307	독려	3.562619104
2308	정보량	2.37443365
