,0,1,2,3,4,5
1899,대로,7.783155982268732e-06,4,1,383792,378909
1900,동치,7.81673406428482e-06,3,0,383792,378909
1901,의욕,2.6055780214282737e-06,1,0,383792,378909
1902,혈압계,0.00016675699337140952,64,0,383792,378909
1903,허실,2.6055780214282737e-06,1,0,383792,378909
1904,전도도,4.131988944067541e-05,27,11,383792,378909
1905,출석,1.0422312085713095e-05,4,0,383792,378909
1906,키즈,2.6055780214282738e-05,10,0,383792,378909
1907,보건소,3.126693625713928e-05,12,0,383792,378909
1908,옷,4.168924834285238e-05,16,0,383792,378909
1909,청,-6.71561640321777e-08,2,2,383792,378909
1910,찌,2.6055780214282737e-06,1,0,383792,378909
1911,저대,5.2111560428565474e-06,2,0,383792,378909
1912,가수,-6.364194922080951e-05,9,33,383792,378909
1913,동맥,0.00017457372743569433,67,0,383792,378909
1914,구획,-0.0001931620667816798,15,88,383792,378909
1915,예문,5.992829449285029e-05,23,0,383792,378909
1916,장거리,5.2111560428565474e-06,2,0,383792,378909
1917,풍속,-5.3118902889048136e-06,1,3,383792,378909
1918,자기적,5.2111560428565474e-06,2,0,383792,378909
1919,가치,7.03506065785634e-05,27,0,383792,378909
1920,킹,-0.0001033971811825554,14,53,383792,378909
1921,일,-0.0013864168777799834,340,861,383792,378909
1922,공장,-2.1314717319651434e-05,6,14,383792,378909
1923,측편,1.563346812856964e-05,6,0,383792,378909
1924,물기,-1.0657358659825717e-05,3,7,383792,378909
1925,관리부,0.00020557203903670492,87,8,383792,378909
1926,상관관계,6.774502855713511e-05,26,0,383792,378909
1927,이직,2.6055780214282737e-06,1,0,383792,378909
1928,매트,-9.361325837024917e-06,43,46,383792,378909
1929,나,2.3383046028822284e-05,11,2,383792,378909
1930,지킴,1.8239046149997916e-05,7,0,383792,378909
1931,악력,4.168924834285238e-05,16,0,383792,378909
1932,옆,3.637735805394757e-05,17,3,383792,378909
1933,개설,7.81673406428482e-06,3,0,383792,378909
1934,대형,-7.663626124593479e-05,3,32,383792,378909
1935,보라,1.8239046149997916e-05,7,0,383792,378909
1936,돈,-7.951046392349176e-06,1,4,383792,378909
1937,과정,0.00015243962377183007,176,116,383792,378909
1938,산부,7.5816874901722e-06,10,7,383792,378909
1939,모델,0.00032936381694865065,173,46,383792,378909
1940,보안과,2.6055780214282737e-06,1,0,383792,378909
1941,좌표,0.00017423794661553343,77,10,383792,378909
1942,방침,5.2111560428565474e-06,2,0,383792,378909
1943,코,-5.363608649511616e-05,104,123,383792,378909
1944,산술적,2.6055780214282737e-06,1,0,383792,378909
1945,균형,3.3469577294374496e-05,25,12,383792,378909
1946,황체기,7.81673406428482e-06,3,0,383792,378909
1947,반송파,1.0422312085713095e-05,4,0,383792,378909
1948,감염,2.08110460894101e-05,9,1,383792,378909
1949,계측,0.00122184820163978,474,5,383792,378909
1950,가운데,7.024987233251513e-05,30,3,383792,378909
1951,걸개,7.81673406428482e-06,3,0,383792,378909
1952,내원,5.2111560428565474e-06,2,0,383792,378909
1953,깨,-8.018202556381355e-06,3,6,383792,378909
1954,통학,6.513945053570685e-05,25,0,383792,378909
1955,리얼,7.03506065785634e-05,27,0,383792,378909
1956,약품,5.6919779487228956e-05,34,12,383792,378909
1957,용량,6.924252987203245e-05,60,33,383792,378909
1958,제세,4.690040438570893e-05,18,0,383792,378909
1959,수경,-3.701534161225325e-05,2,16,383792,378909
1960,참고,7.81673406428482e-06,3,0,383792,378909
1961,주원료,-5.3118902889048136e-06,1,3,383792,378909
1962,힘,-0.00011242272619941943,47,89,383792,378909
1963,지체,2.6022202132266646e-05,11,1,383792,378909
1964,면상,-3.170345132334844e-05,1,13,383792,378909
1965,전두,5.2111560428565474e-06,2,0,383792,378909
1966,속옷,3.647809229999583e-05,14,0,383792,378909
1967,서명,7.81673406428482e-06,3,0,383792,378909
1968,암,-0.00019680856534560684,45,119,383792,378909
1969,단계별,2.6022202132266646e-05,11,1,383792,378909
1970,신축,9.817906609423491e-06,22,18,383792,378909
1971,기술,0.00017963705877465988,152,82,383792,378909
1972,키오스,2.866135823571101e-05,11,0,383792,378909
1973,광도,7.749577900252644e-06,5,2,383792,378909
1974,운용,7.505809139117859e-05,44,15,383792,378909
1975,허,2.6055780214282737e-06,1,0,383792,378909
1976,생리적,0.0002683745362071122,103,0,383792,378909
1977,계기,1.3027890107141369e-05,5,0,383792,378909
1978,샘플링,0.0002447228655221612,100,6,383792,378909
1979,착지,3.9083670321424105e-05,15,0,383792,378909
1980,실버,0.0001380956351356985,53,0,383792,378909
1981,패밀리,2.866135823571101e-05,11,0,383792,378909
1982,예상,4.80821905866348e-06,14,12,383792,378909
1983,원자,-0.0004778551451335101,5,186,383792,378909
1984,습도계,2.6055780214282737e-06,1,0,383792,378909
1985,쌍극자,2.6055780214282737e-06,1,0,383792,378909
1986,슬리브,-0.0001374375858712034,6,58,383792,378909
1987,복잡,2.3315889864790107e-05,13,4,383792,378909
1988,체표,7.81673406428482e-06,3,0,383792,378909
1989,대,-9.068500618938545e-05,107,140,383792,378909
1990,승원,2.3450202192854464e-05,9,0,383792,378909
1991,시추,2.6055780214282737e-06,1,0,383792,378909
1992,시간축,1.0422312085713095e-05,4,0,383792,378909
1993,장치,0.0028043910669285736,4275,3158,383792,378909
1994,전용,3.594084298773841e-05,30,16,383792,378909
1995,신경계,4.690040438570893e-05,18,0,383792,378909
1996,로드,-0.0002656616706092729,52,152,383792,378909
1997,음수,2.6055780214282737e-06,1,0,383792,378909
1998,구입자,2.6055780214282737e-06,1,0,383792,378909
1999,눈꺼풀,5.2111560428565474e-06,2,0,383792,378909
2000,추천,0.0005807416960403602,232,9,383792,378909
2001,세가지,2.6055780214282737e-06,1,0,383792,378909
2002,폴리에스터,-2.6458717198475803e-05,2,12,383792,378909
2003,제약,2.8493467825630567e-05,16,5,383792,378909
2004,물이,-0.00027714496894367416,1,106,383792,378909
2005,치수,-6.117764257290939e-06,25,27,383792,378909
2006,음량,7.783155982268732e-06,4,1,383792,378909
2007,마우스,8.073934058226039e-05,32,1,383792,378909
2008,신장과,5.2111560428565474e-06,2,0,383792,378909
2009,비금속,-2.6727341854604514e-06,1,2,383792,378909
2010,적합성,-2.919860754796843e-05,5,16,383792,378909
2011,극소점,2.6055780214282737e-06,1,0,383792,378909
2012,컴퓨팅,0.00011360451240034529,75,31,383792,378909
2013,베개,2.0710311843361833e-05,12,4,383792,378909
2014,저장,0.0022865083518525333,1385,501,383792,378909
2015,조언,1.8239046149997916e-05,7,0,383792,378909
2016,일박,2.6055780214282737e-06,1,0,383792,378909
2017,이하,-0.001322465766775565,86,586,383792,378909
2018,연령별,1.8239046149997916e-05,7,0,383792,378909
2019,점착성,-1.326293668125399e-05,2,7,383792,378909
2020,정현파,5.2111560428565474e-06,2,0,383792,378909
2021,토,7.193532976368237e-05,137,108,383792,378909
2022,스테이션,1.950150089078263e-05,48,40,383792,378909
2023,자리,-1.8742717380239252e-05,8,15,383792,378909
2024,사자,5.2111560428565474e-06,2,0,383792,378909
2025,기압계,2.6055780214282737e-06,1,0,383792,378909
2026,환자,0.003691768275543703,1427,10,383792,378909
2027,상해,-3.357808201608885e-08,1,1,383792,378909
2028,유해성,3.380535811453538e-05,15,2,383792,378909
2029,음미,2.6055780214282737e-06,1,0,383792,378909
2030,현상,-0.00016176081819647617,23,84,383792,378909
2031,구슬,7.81673406428482e-06,3,0,383792,378909
2032,냄새,-1.3531561337382704e-05,10,15,383792,378909
2033,충족률,7.81673406428482e-06,3,0,383792,378909
2034,영양소,0.00013288447909284195,51,0,383792,378909
2035,통신기,2.6055780214282737e-06,1,0,383792,378909
2036,시큐리티,2.6055780214282737e-06,1,0,383792,378909
2037,배경,4.679967013966065e-05,21,3,383792,378909
2038,헤모글로빈,7.81673406428482e-06,3,0,383792,378909
2039,수분,-0.00022066170452265436,48,131,383792,378909
2040,함유율,-3.698176353023717e-05,1,15,383792,378909
2041,차단,-0.00047064281654551486,26,204,383792,378909
2042,체감,2.084462417142619e-05,8,0,383792,378909
2043,지방량,4.4294826364280654e-05,17,0,383792,378909
2044,광기,3.9083670321424105e-05,15,0,383792,378909
2045,부스,-9.006708833726921e-05,10,44,383792,378909
2046,물체,0.00012138766838261402,79,32,383792,378909
2047,엔터테인먼트,3.647809229999583e-05,14,0,383792,378909
2048,글루카곤,7.81673406428482e-06,3,0,383792,378909
2049,후두부,2.6055780214282737e-06,1,0,383792,378909
2050,식별,0.001449963834654905,597,40,383792,378909
2051,단축,-6.611321491417342e-05,4,29,383792,378909
2052,위치,-0.00046693037896285887,1173,1335,383792,378909
2053,분만,1.563346812856964e-05,6,0,383792,378909
2054,중첩,-0.00015086841296253783,13,70,383792,378909
2055,염도,3.637735805394757e-05,17,3,383792,378909
2056,주사선,-7.951046392349176e-06,1,4,383792,378909
2057,은퇴,5.2111560428565474e-06,2,0,383792,378909
2058,사업장,5.14399987882437e-06,4,2,383792,378909
2059,구애,2.3450202192854464e-05,9,0,383792,378909
2060,격지,5.2111560428565474e-06,2,0,383792,378909
2061,커터,-4.753838794401462e-05,1,19,383792,378909
2062,강약,-5.345468370920903e-06,2,4,383792,378909
2063,소극적,2.6055780214282737e-06,1,0,383792,378909
2064,침,-0.0001087426495534763,16,57,383792,378909
2065,관계인,-5.3118902889048136e-06,1,3,383792,378909
2066,체성분,7.816734064284821e-05,30,0,383792,378909
2067,침지,-5.281670015090334e-05,1,21,383792,378909
2068,확장성,1.0422312085713095e-05,4,0,383792,378909
2069,슈퍼,-3.357808201608885e-08,1,1,383792,378909
2070,다원,5.2111560428565474e-06,2,0,383792,378909
2071,승마,3.126693625713928e-05,12,0,383792,378909
2072,개인별,0.0002814024263142536,108,0,383792,378909
2073,간섭,-5.679897953499125e-05,41,62,383792,378909
2074,유보,2.6055780214282737e-06,1,0,383792,378909
2075,직장,6.253387251427857e-05,24,0,383792,378909
2076,인물,0.0001535612128541877,64,5,383792,378909
2077,진동수,2.8560623989662743e-05,14,3,383792,378909
2078,경찰,2.084462417142619e-05,8,0,383792,378909
2079,활성도,1.5599890046553553e-05,7,1,383792,378909
2080,노출,-0.00018919329977341853,54,125,383792,378909
2081,분당,2.6022202132266646e-05,11,1,383792,378909
2082,방연,5.2111560428565474e-06,2,0,383792,378909
2083,문자,3.37382019505032e-05,17,4,383792,378909
2084,현예,2.6055780214282737e-06,1,0,383792,378909
2085,포팅,1.0422312085713095e-05,4,0,383792,378909
2086,분별,5.2111560428565474e-06,2,0,383792,378909
2087,그래픽스,2.084462417142619e-05,8,0,383792,378909
2088,유사품,5.2111560428565474e-06,2,0,383792,378909
2089,지침,3.894935799335975e-05,19,4,383792,378909
2090,위주,2.6055780214282737e-06,1,0,383792,378909
2091,패치,0.0001680530261942103,104,39,383792,378909
2092,뱅킹,2.6055780214282737e-06,1,0,383792,378909
2093,충돌,-0.00018477450532312147,1,71,383792,378909
2094,일단,-0.0003522837288747116,38,171,383792,378909
2095,실패,-6.71561640321777e-08,2,2,383792,378909
2096,주도,1.0388734003697006e-05,5,1,383792,378909
2097,포지션,2.592146788621838e-05,14,4,383792,378909
2098,접장,-1.3229358599237901e-05,1,6,383792,378909
2099,연합,2.6055780214282737e-06,1,0,383792,378909
2100,공간적,3.113262392907493e-05,16,4,383792,378909
2101,사전,0.00010545199751589957,82,41,383792,378909
2102,병세,5.2111560428565474e-06,2,0,383792,378909
2103,산출,0.002446187734679113,1031,91,383792,378909
2104,신망,5.2111560428565474e-06,2,0,383792,378909
2105,암호,3.9083670321424105e-05,15,0,383792,378909
2106,별체,7.783155982268732e-06,4,1,383792,378909
2107,해당,0.0008678990810400904,483,148,383792,378909
2108,형의,1.5499155800505288e-05,10,4,383792,378909
2109,수익,2.571999939412185e-06,2,1,383792,378909
2110,지질,-1.326293668125399e-05,2,7,383792,378909
2111,신용,-1.60699831947788e-05,7,13,383792,378909
2112,보험,4.95059824071372e-05,19,0,383792,378909
2113,지금,1.0355155921680916e-05,6,2,383792,378909
2114,식욕,-2.6727341854604514e-06,1,2,383792,378909
2115,원시,5.468356036797765e-05,22,1,383792,378909
2116,적분법,2.6055780214282737e-06,1,0,383792,378909
2117,육성,-2.6425139116459714e-05,1,11,383792,378909
2118,사상,5.698693565126113e-05,32,10,383792,378909
2119,가장자리,-0.00022964015908167562,1,88,383792,378909
2120,버전,2.6055780214282737e-06,1,0,383792,378909
2121,스턴트,2.084462417142619e-05,8,0,383792,378909
2122,에너지,7.884545561353276e-05,167,135,383792,378909
2123,직,-0.00035164574531640596,19,152,383792,378909
2124,동중,2.6055780214282737e-06,1,0,383792,378909
2125,전문,0.00013549005711427023,52,0,383792,378909
2126,변이,9.884407440419395e-05,43,5,383792,378909
2127,시의,4.138704560470758e-05,25,9,383792,378909
2128,프로젝트,1.3027890107141369e-05,5,0,383792,378909
2129,단의,-8.996635409122096e-05,7,41,383792,378909
2130,인포,2.6055780214282737e-06,1,0,383792,378909
2131,해방,-2.686246561287108e-07,8,8,383792,378909
2132,고시,-3.357808201608885e-08,1,1,383792,378909
2133,철도,1.8205468067981827e-05,8,1,383792,378909
2134,정상인,2.595504596823447e-05,13,3,383792,378909
2135,고주,1.0422312085713095e-05,4,0,383792,378909
2136,회,-0.00033147268278530147,47,172,383792,378909
2137,전산,7.81673406428482e-06,3,0,383792,378909
2138,배기,-0.00036951543256422684,1,141,383792,378909
2139,먼지,-0.00027216885947493023,10,113,383792,378909
2140,임상,0.0002605578021428274,100,0,383792,378909
2141,안정감,-5.379046452936992e-06,3,5,383792,378909
2142,테스트,9.686296756524469e-05,102,64,383792,378909
2143,프리,-0.00018257186428588627,14,83,383792,378909
2144,새벽,2.6055780214282737e-06,1,0,383792,378909
2145,알콜,1.2927155861093102e-05,8,3,383792,378909
2146,직렬,-0.00016439997429992052,23,85,383792,378909
2147,복호,1.3027890107141369e-05,5,0,383792,378909
2148,접수,-8.857654606783574e-06,28,31,383792,378909
2149,보육원,2.6055780214282737e-06,1,0,383792,378909
2150,장애인,9.36329183613374e-05,41,5,383792,378909
2151,안내문,2.6055780214282737e-06,1,0,383792,378909
2152,위임,5.2111560428565474e-06,2,0,383792,378909
2153,내측,-0.001040969159545626,34,428,383792,378909
2154,시공간,2.6055780214282737e-06,1,0,383792,378909
2155,에르고,1.0422312085713095e-05,4,0,383792,378909
2156,녹내장,2.6055780214282737e-06,1,0,383792,378909
2157,친구,2.084462417142619e-05,8,0,383792,378909
2158,데스크,2.6055780214282737e-06,1,0,383792,378909
2159,미스트,-5.281670015090334e-05,1,21,383792,378909
2160,가사,5.2111560428565474e-06,2,0,383792,378909
2161,교사,5.992829449285029e-05,23,0,383792,378909
2162,고효율,-1.0690936741841806e-05,4,8,383792,378909
2163,짐,-9.527824438012576e-05,8,44,383792,378909
2164,작성,0.0003279670498798016,136,10,383792,378909
2165,국,5.2111560428565476e-05,20,0,383792,378909
2166,국한,5.2111560428565474e-06,2,0,383792,378909
2167,스트레스,0.0012349096698289373,478,4,383792,378909
2168,운행,-2.1449029647715788e-05,10,18,383792,378909
2169,통계,0.0001797513053965348,70,1,383792,378909
2170,아의,2.595504596823447e-05,13,3,383792,378909
2171,만곡,-3.190491981544497e-05,7,19,383792,378909
2172,주의,7.018271616848294e-05,32,5,383792,378909
2173,목,0.00011942007391949142,59,13,383792,378909
2174,기준,0.0004828509145933424,475,286,383792,378909
2175,어사,2.6055780214282737e-06,1,0,383792,378909
2176,사용중,2.571999939412185e-06,2,1,383792,378909
2177,금속화,-1.8574826970158803e-05,3,10,383792,378909
2178,바닥,-0.00037359844619436303,44,185,383792,378909
2179,정지,1.8997829660541285e-05,63,55,383792,378909
2180,독부,-1.5868514702682264e-05,1,7,383792,378909
2181,대리,2.6055780214282737e-06,1,0,383792,378909
2182,헬스장,5.992829449285029e-05,23,0,383792,378909
2183,연부,-3.962091963368153e-05,1,16,383792,378909
2184,장부,2.2241391240275263e-05,45,36,383792,378909
2185,애완동물,5.2111560428565474e-06,2,0,383792,378909
2186,자유,-0.0001269481176214581,8,56,383792,378909
2187,예방,0.0002256779454037771,117,30,383792,378909
2188,스톱,-4.226007573712589e-05,1,17,383792,378909
2189,개,0.001520206342226855,1256,664,383792,378909
2190,리바운드,2.6055780214282737e-06,1,0,383792,378909
2191,컷오프,1.0422312085713095e-05,4,0,383792,378909
2192,꿈,1.0422312085713095e-05,4,0,383792,378909
2193,신체적,0.00018239046149997915,70,0,383792,378909
2194,비상벨,1.0422312085713095e-05,4,0,383792,378909
2195,입면,5.177577960840458e-06,3,1,383792,378909
2196,격상,2.6055780214282737e-06,1,0,383792,378909
2197,음식,0.0004011247029718898,158,4,383792,378909
2198,산포도,5.2111560428565474e-06,2,0,383792,378909
2199,하류,-0.0001005229785049984,7,45,383792,378909
2200,외면,-0.00021928500315999473,7,90,383792,378909
2201,플라즈마,-0.0002086948006642012,6,85,383792,378909
2202,안면,-2.1314717319651434e-05,6,14,383792,378909
2203,수송함,2.6055780214282737e-06,1,0,383792,378909
2204,사이즈,4.438860156486504e-06,25,23,383792,378909
2205,실린더,-0.0004782580821177031,17,198,383792,378909
2206,어카운트,5.732271647142202e-05,22,0,383792,378909
2207,통원,2.6055780214282737e-06,1,0,383792,378909
2208,기지국,5.982756024680203e-05,26,3,383792,378909
2209,스트로크,2.504843775380007e-06,4,3,383792,378909
2210,추가,-0.000175104423417589,106,171,383792,378909
2211,통계학,2.6055780214282737e-06,1,0,383792,378909
2212,수급,5.2111560428565474e-06,2,0,383792,378909
2213,치하,-2.6727341854604514e-06,1,2,383792,378909
2214,무산소,2.6055780214282737e-06,1,0,383792,378909
2215,처리기,1.5499155800505288e-05,10,4,383792,378909
2216,호흡비,2.6055780214282737e-06,1,0,383792,378909
2217,변복조,2.6055780214282737e-06,1,0,383792,378909
2218,케이싱,-0.00011104602483675976,6,48,383792,378909
2219,소지품,2.6055780214282737e-06,1,0,383792,378909
2220,리액션,2.6055780214282737e-06,1,0,383792,378909
2221,객체,4.8800842684799335e-05,40,21,383792,378909
2222,빛,0.00015057276355475574,153,94,383792,378909
2223,홀드,-1.3229358599237901e-05,1,6,383792,378909
2224,습성,2.6055780214282737e-06,1,0,383792,378909
2225,거래,2.3450202192854464e-05,9,0,383792,378909
2226,왼쪽,7.81673406428482e-06,3,0,383792,378909
2227,기의,-7.216382300743218e-05,27,54,383792,378909
2228,간염,7.81673406428482e-06,3,0,383792,378909
2229,내포,-1.343123280643554e-07,4,4,383792,378909
2230,요법사,2.6055780214282737e-06,1,0,383792,378909
2231,매체,0.00014937746497800322,110,52,383792,378909
2232,징상,5.2111560428565474e-06,2,0,383792,378909
2233,출판자,2.6055780214282738e-05,10,0,383792,378909
2234,좌상,-2.7063122674765403e-06,2,3,383792,378909
2235,내막,2.6055780214282737e-06,1,0,383792,378909
2236,보로,5.2111560428565474e-06,2,0,383792,378909
2237,후두,1.563346812856964e-05,6,0,383792,378909
2238,블록,-0.000977192897996752,21,391,383792,378909
2239,베이스,-4.7203012838954944e-05,384,397,383792,378909
2240,인간,0.0001327837448467937,54,3,383792,378909
2241,도메인,2.5854311722186204e-05,16,6,383792,378909
2242,금,-0.00026705843767812197,15,116,383792,378909
2243,비전도,-2.114682690957099e-05,1,9,383792,378909
2244,일체,-0.00015090199104455393,14,71,383792,378909
2245,교시,2.571999939412185e-06,2,1,383792,378909
2246,조율기,1.3027890107141369e-05,5,0,383792,378909
2247,감시원,5.2111560428565474e-06,2,0,383792,378909
2248,저울,6.253387251427857e-05,24,0,383792,378909
2249,입각,2.6055780214282737e-06,1,0,383792,378909
2250,사단,2.084462417142619e-05,8,0,383792,378909
2251,열량,8.818671574436823e-05,46,12,383792,378909
2252,권,-6.87187929356017e-05,3,29,383792,378909
2253,민첩성,2.6055780214282737e-06,1,0,383792,378909
2254,브라우저,5.2111560428565474e-06,2,0,383792,378909
2255,흡연자,5.2111560428565474e-06,2,0,383792,378909
2256,차별화,2.571999939412185e-06,2,1,383792,378909
2257,후생,2.6055780214282737e-06,1,0,383792,378909
2258,인체,0.000722436739282143,335,57,383792,378909
2259,리지,4.4194092118232385e-05,20,3,383792,378909
2260,과대,5.2111560428565474e-06,2,0,383792,378909
2261,예기,1.2994312025125279e-05,6,1,383792,378909
2262,국가,1.563346812856964e-05,6,0,383792,378909
2263,현재시각,1.3027890107141369e-05,5,0,383792,378909
2264,화기,1.3027890107141369e-05,5,0,383792,378909
2265,검,-4.763912219006288e-05,4,22,383792,378909
2266,끼,-7.129079287501388e-05,1,28,383792,378909
2267,성해,5.2111560428565474e-06,2,0,383792,378909
2268,클릭,-2.943365412208106e-05,12,23,383792,378909
2269,총괄,2.6055780214282737e-06,1,0,383792,378909
2270,광혈,5.2111560428565474e-06,2,0,383792,378909
2271,채워진,-2.388671725906362e-05,4,13,383792,378909
2272,양호,-5.315248097106423e-05,11,31,383792,378909
2273,정정,2.8560623989662743e-05,14,3,383792,378909
2274,개의,-0.0006906800498856902,134,394,383792,378909
2275,심사,1.8239046149997916e-05,7,0,383792,378909
2276,계측법,2.6055780214282737e-06,1,0,383792,378909
2277,메세지,6.253387251427857e-05,24,0,383792,378909
2278,이전,0.0001299766983332689,59,9,383792,378909
2279,운동기,4.690040438570893e-05,18,0,383792,378909
2280,근위,0.00014587879111796725,57,1,383792,378909
2281,상품,8.28748254554634e-05,47,15,383792,378909
2282,핸드폰,1.0355155921680916e-05,6,2,383792,378909
2283,체내,2.3282311782774018e-05,14,5,383792,378909
2284,탐사,5.2111560428565474e-06,2,0,383792,378909
2285,상한,2.324873370075793e-05,15,6,383792,378909
2286,미세,-0.00037349771194831473,41,182,383792,378909
2287,친,-0.000506885862271398,5,197,383792,378909
2288,발광기,-3.988954428981024e-05,9,24,383792,378909
2289,도내,5.2111560428565474e-06,2,0,383792,378909
2290,수학,2.6055780214282737e-06,1,0,383792,378909
2291,접지,-0.00011976936711547898,30,75,383792,378909
2292,수용체,1.0422312085713095e-05,4,0,383792,378909
2293,작업시,-5.345468370920903e-06,2,4,383792,378909
2294,성의,-2.114682690957099e-05,1,9,383792,378909
2295,유래,-0.00021918426891394646,4,87,383792,378909
2296,측방,-6.340690264669689e-05,2,26,383792,378909
2297,경과,0.00022648381937216328,93,6,383792,378909
2298,간편,2.3147999454709665e-05,18,9,383792,378909
2299,마음가짐,2.6055780214282737e-06,1,0,383792,378909
2300,클래,1.3027890107141369e-05,5,0,383792,378909
2301,번의,7.783155982268732e-06,4,1,383792,378909
2302,이용,0.003129882326360153,2284,1069,383792,378909
2303,하복부,2.6055780214282737e-06,1,0,383792,378909
2304,전자기기,5.2111560428565474e-06,2,0,383792,378909
2305,칭,2.571999939412185e-06,2,1,383792,378909
2306,발생,2.121566782275087e-06,487,480,383792,378909
2307,등에,-3.1428273336856958e-06,15,16,383792,378909
2308,독려,1.0422312085713095e-05,4,0,383792,378909
2309,정보량,5.2111560428565474e-06,2,0,383792,378909
2310,선생님,1.0422312085713095e-05,4,0,383792,378909
2311,통계량,1.0422312085713095e-05,4,0,383792,378909
2312,요지,-5.3118902889048136e-06,1,3,383792,378909
2313,계측기,4.4294826364280654e-05,17,0,383792,378909
2314,보증,3.387251427856756e-05,13,0,383792,378909
2315,구간,1.1201161302445918e-05,138,132,383792,378909
2316,후의,7.044438177914772e-06,26,23,383792,378909
2317,자기관리,1.0422312085713095e-05,4,0,383792,378909
2318,몸,0.00035940187654702135,143,5,383792,378909
2319,맥진,3.126693625713928e-05,12,0,383792,378909
2320,공명,6.761071622907076e-05,30,4,383792,378909
2321,부대,5.2111560428565474e-06,2,0,383792,378909
2322,진통,1.563346812856964e-05,6,0,383792,378909
2323,조의,-8.184741728879133e-05,1,32,383792,378909
2324,단어,1.0422312085713095e-05,4,0,383792,378909
2325,재해,4.168924834285238e-05,16,0,383792,378909
2326,카피,5.2111560428565474e-06,2,0,383792,378909
2327,바른,5.2111560428565474e-06,2,0,383792,378909
2328,어진,-2.6727341854604514e-06,1,2,383792,378909
2329,대중,7.81673406428482e-06,3,0,383792,378909
2330,해부학,1.8239046149997916e-05,7,0,383792,378909
2331,높낮음,2.6055780214282737e-06,1,0,383792,378909
2332,푸드,2.3450202192854464e-05,9,0,383792,378909
2333,무엇,2.6055780214282737e-06,1,0,383792,378909
2334,청바지,5.2111560428565474e-06,2,0,383792,378909
2335,오프,-8.235108851903266e-05,16,47,383792,378909
2336,담,-1.0623780577809627e-05,2,6,383792,378909
2337,삼각형,-1.3229358599237901e-05,1,6,383792,378909
2338,계속성,7.81673406428482e-06,3,0,383792,378909
2339,있음,7.279484752027401e-06,19,16,383792,378909
2340,총중량,5.732271647142202e-05,22,0,383792,378909
2341,주축,-2.6727341854604514e-06,1,2,383792,378909
2342,부정확,2.6055780214282737e-06,1,0,383792,378909
2343,사원수,1.563346812856964e-05,6,0,383792,378909
2344,두리,-5.379046452936992e-06,3,5,383792,378909
2345,물건,3.1199780093107106e-05,14,2,383792,378909
2346,수치,0.00042714690510415644,169,5,383792,378909
2347,비,-6.135904535881662e-05,334,353,383792,378909
2348,나무,-6.344048072871297e-05,3,27,383792,378909
2349,상승,-0.00017228386452823754,22,87,383792,378909
2350,성취,2.6055780214282737e-06,1,0,383792,378909
2351,피로도,0.00010161754283570267,39,0,383792,378909
2352,국민,2.6055780214282737e-06,1,0,383792,378909
2353,회계,7.81673406428482e-06,3,0,383792,378909
2354,판단,0.0015720767084660462,733,128,383792,378909
2355,트레이,-0.00020592133223269247,2,80,383792,378909
2356,실시간,0.0009200913100085148,422,68,383792,378909
2357,복잡성,2.6055780214282737e-06,1,0,383792,378909
2358,지식,9.891123056822613e-05,41,3,383792,378909
2359,스크립트,2.6055780214282737e-06,1,0,383792,378909
2360,장실,2.6055780214282737e-06,1,0,383792,378909
2361,질식,-2.6727341854604514e-06,1,2,383792,378909
2362,복약,1.563346812856964e-05,6,0,383792,378909
2363,운영자,2.084462417142619e-05,8,0,383792,378909
2364,해치,2.6055780214282737e-06,1,0,383792,378909
2365,예각,-2.7063122674765403e-06,2,3,383792,378909
2366,일반적,-3.1428273336856958e-06,15,16,383792,378909
2367,구체적,8.709829902892556e-06,55,51,383792,378909
2368,판명,7.81673406428482e-06,3,0,383792,378909
2369,멤버,-5.809501235779207e-05,1,23,383792,378909
2370,공물,-0.00014261516383204387,3,57,383792,378909
2371,직감적,2.6055780214282737e-06,1,0,383792,378909
2372,지점,-0.00015404481837823962,29,87,383792,378909
2373,압축,-0.0004623224112509887,14,189,383792,378909
2374,범행,2.6055780214282737e-06,1,0,383792,378909
2375,병리,2.6055780214282738e-05,10,0,383792,378909
2376,외한,2.6055780214282737e-06,1,0,383792,378909
2377,취입,-5.379046452936992e-06,3,5,383792,378909
2378,가구,7.783155982268732e-06,4,1,383792,378909
2379,솔루션,6.20973574480694e-05,37,13,383792,378909
2380,권역,7.81673406428482e-06,3,0,383792,378909
2381,레프,-5.8162168521824245e-05,3,25,383792,378909
2382,안부,6.513945053570685e-05,25,0,383792,378909
2383,보트,-1.343123280643554e-07,4,4,383792,378909
2384,적분,3.387251427856756e-05,13,0,383792,378909
2385,프로세싱,-4.820994958433639e-05,21,39,383792,378909
2386,일과,7.5816874901722e-06,10,7,383792,378909
2387,가우스,2.6055780214282737e-06,1,0,383792,378909
2388,스크리닝,3.387251427856756e-05,13,0,383792,378909
2389,칫솔,-1.329651476327008e-05,3,8,383792,378909
2390,걷기,0.0001510899471608238,59,1,383792,378909
2391,시리얼,1.8239046149997916e-05,7,0,383792,378909
2392,기온,-1.0825249069906161e-05,8,12,383792,378909
2393,최고,4.908953304711746e-06,11,9,383792,378909
2394,디자인,-1.8507670806126626e-05,1,8,383792,378909
2395,교식,1.563346812856964e-05,6,0,383792,378909
2396,각속도,2.6055780214282737e-06,1,0,383792,378909
